timestamp,wallet_address,token_address,amount_raw
2022-05-05T13:00:00+00:00,0xfff332840d9bb78a85ce517c9360dcd767167c6a,0xdac17f958d2ee523a2206206994597c13d831ec7,30396000000
2022-05-05T13:00:00+00:00,0xffecc4533afb260ae7b0cfae3daf352167346548,0xdac17f958d2ee523a2206206994597c13d831ec7,374828151544
2022-05-05T13:00:00+00:00,0xffec0067f5a79cff07527f63d83dd5462ccf8ba4,0xdac17f958d2ee523a2206206994597c13d831ec7,17858793663324
2022-05-05T13:00:00+00:00,0xffec0067f5a79cff07527f63d83dd5462ccf8ba4,0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206,7106968216092594526100000
2022-05-05T13:00:00+00:00,0xffec0067f5a79cff07527f63d83dd5462ccf8ba4,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,43091114806431
2022-05-05T13:00:00+00:00,0xffec0067f5a79cff07527f63d83dd5462ccf8ba4,0x6b175474e89094c44da98b954eedeac495271d0f,1407072147036193262850525
2022-05-05T13:00:00+00:00,0xffec0067f5a79cff07527f63d83dd5462ccf8ba4,0x514910771af9ca656af840dff83e8264ecf986ca,174084069286755968045774
2022-05-05T13:00:00+00:00,0xffea1c64d824b51284c6dfdfe8438b3c5650c9a1,0x5faa989af96af85384b8a938c2ede4a7378d9875,0
2022-05-05T13:00:00+00:00,0xffe93e63e94da7a44739b6abfa25b81ced979a6b,0x0913ddae242839f8995c0375493f9a1a3bddc977,8455990506491396889374875
2022-05-05T13:00:00+00:00,0xffe8df2f623bfd954d785809185beb291330c70d,0x70d2b7c19352bb76e4409858ff5746e500f2b67c,6066944478489658083762721
2022-05-05T13:00:00+00:00,0xffe51057bb2efb5ee13d1233a982622c2102591a,0x6b175474e89094c44da98b954eedeac495271d0f,190000000000000000000000
2022-05-05T13:00:00+00:00,0xffdcaee3466104315df5d597228a9cc1b27382b7,0xdac17f958d2ee523a2206206994597c13d831ec7,0
2022-05-05T13:00:00+00:00,0xffdae01e1ade3046bc82b86c9a2163c73a65a05e,0x9b9647431632af44be02ddd22477ed94d14aacaa,304571428570000000000
2022-05-05T13:00:00+00:00,0xffd385fb969065966c34257d9b7e630a1f051b4a,0xdac17f958d2ee523a2206206994597c13d831ec7,0
2022-05-05T13:00:00+00:00,0xffc565cc6c86b01906af93e6da40a83048ce0fd4,0x6161f01c3e833c192504840582e935c1632d1b9d,882907500000
2022-05-05T13:00:00+00:00,0xffc4ac998f57fc3c08ded815144c6a5b4b726db4,0xdac17f958d2ee523a2206206994597c13d831ec7,4340996163161
2022-05-05T13:00:00+00:00,0xffc44b9f9ba332f046adeed036c06fa2f48d3bcc,0xd5d86fc8d5c0ea1ac1ac5dfab6e529c9967a45e9,0
2022-05-05T13:00:00+00:00,0xffc44b9f9ba332f046adeed036c06fa2f48d3bcc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0
2022-05-05T13:00:00+00:00,0xffbd15f57a88801f30592292a27e3688e462061c,0xdac17f958d2ee523a2206206994597c13d831ec7,930000
2022-05-05T13:00:00+00:00,0xffbc641a911290e877b19c2a95474670bcc17d35,0x5faa989af96af85384b8a938c2ede4a7378d9875,30000000000000000000
2022-05-05T13:00:00+00:00,0xffb7b4a3319e24078d1668b3dadb5976fa3e0e9b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0
2022-05-05T13:00:00+00:00,0xffb1070633b775a61312b632e1a6400599c88d54,0x5faa989af96af85384b8a938c2ede4a7378d9875,4710256410256403846
2022-05-05T13:00:00+00:00,0xffaefd47940c7753d8e52266e2a0fde4be87c19a,0x5faa989af96af85384b8a938c2ede4a7378d9875,0
2022-05-05T13:00:00+00:00,0xffabc32795187afc05b66282e025ee4a37bc18c2,0x5faa989af96af85384b8a938c2ede4a7378d9875,157970000000000000000
2022-05-05T13:00:00+00:00,0xffab06a6b1f6a04fd33bfcc52d886328d66f2cee,0x9b9647431632af44be02ddd22477ed94d14aacaa,866983851142200000000
2022-05-05T13:00:00+00:00,0xffaa9c0bbf4321fc18f40b5b30fdbdd21764e608,0x5faa989af96af85384b8a938c2ede4a7378d9875,0
2022-05-05T13:00:00+00:00,0xffa98a091331df4600f87c9164cd27e8a5cd2405,0x83e6f1e41cdd28eaceb20cb649155049fac3d5aa,2280353130487055446703308
2022-05-05T13:00:00+00:00,0xffa818e065e5c295d99c49fbc134a82b9e6160e3,0x5faa989af96af85384b8a938c2ede4a7378d9875,4710256410256403846
2022-05-05T13:00:00+00:00,0xffa4f1bd035ea444792de5a498c39aea68e03d73,0xdac17f958d2ee523a2206206994597c13d831ec7,597960000
2022-05-05T13:00:00+00:00,0xff9f31571dc4a6f3f6e08db695c79bad104d73c5,0xab167e816e4d76089119900e941befdfa37d6b32,192251893388413014829060200128
2022-05-05T13:00:00+00:00,0xff9db4b9bc7e15c6cad2d7eb6c62dac88efd1e22,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,0
2022-05-05T13:00:00+00:00,0xff9cfb8ed63ffb4a15e1bdf0451f073155fd0aa0,0xc631be100f6cf9a7012c23de5a6ccb990eafc133,500000000000
2022-05-05T13:00:00+00:00,0xff9c956cd9eb2d27011f79d6a70f62ee6562c4b6,0x5faa989af96af85384b8a938c2ede4a7378d9875,0
2022-05-05T13:00:00+00:00,0xff9c44eb1e146a521ccf87fedd1c3e92c3141960,0x5faa989af96af85384b8a938c2ede4a7378d9875,100000000000000000000
2022-05-05T13:00:00+00:00,0xff8fc742672cfe15839c0b9f48bd52c11ece78ab,0xdac17f958d2ee523a2206206994597c13d831ec7,564400000
