blockchain,project,version,block_date,tx_hash,evt_index,token_bought_address,token_sold_address,block_number,token_bought_amount_raw,token_sold_amount_raw
avalanche_c,fraxswap,1,2022-06-16,0xc7973b9adc9c15c4b536ac3682344420b8e8e541e801e0f451a52f685a10d002,65,0xd24c2ad096400b6fbcd2ad8b24e7acbc21a1da64,0x214db107654ff987ad859f34125307783fc8e387,16118802,1000000000000000000000,229280682371847435121
avalanche_c,fraxswap,1,2022-09-05,0x608542c07700429cf096204f91a193341e40ae4059b7940d7eb5ad9f051836b8,4,0xd24c2ad096400b6fbcd2ad8b24e7acbc21a1da64,0x214db107654ff987ad859f34125307783fc8e387,19556640,1052037676871671424665,169662377009724391424
avalanche_c,hashflow,1,2022-09-23,0xb64cabc1fc83f1922a9bf1c315a6bf7e81530dc33b68be78871e61329884078a,25,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,20174278,1003182468,57711876724580471694
avalanche_c,hashflow,1,2022-08-29,0x3b837a7861992717ee9843e7b46bf414255eb77583f4eb5409d2945ee0295597,38,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,19259986,11276858734485854208,200000000
avalanche_c,hashflow,1,2023-01-12,0xab0c51f0fc13c3bd30194e0fabf1827fd9ae164ffc2ca8aab83c0443a2e63abd,3,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,24858729,431856634,432072670
avalanche_c,curve,2,2022-11-03,0x5fac517fbfdd744ff858c15babc0998cbc7c2d0c4aa064f60bd17b2a3a53d670,17,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,21906454,24396061353,24408524998416038829515
avalanche_c,curve,2,2022-06-04,0x36158219ea84887d26aa64deb11ca2ccc3e1576e5464b044edbd446aa277beda,20,0xc7198437980c041c805a1edcba50c1ce5db95118,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,15607900,149228657,149167743
avalanche_c,curve,2,2022-11-02,0xcd7a6bd17655e6d54bc4a21927082f27b1f499c9b791bad783084c19b95ce4e1,168,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,21872433,647498626,647585569
avalanche_c,platypus_finance,1,2022-05-01,0xc9cf002b6422ef0a617284537683372c66b92e84e0b28fde8a0cc04a4eef519e,23,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,14114626,4994308573,4994787342
avalanche_c,platypus_finance,1,2022-05-03,0x75dc4b71defb76d9888aabbd8771e8b38ee48fb41d43cc3ecae6fb73b3911c84,20,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,14201386,21009805223,21012319756
avalanche_c,platypus_finance,1,2022-05-03,0x93bd89cf8a4d602d5cbc32446e5fb4bf9ed170f5ac72c2dc23294c8f5e1a8a05,26,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,14223424,1199719208427,1200000000000000000000000
avalanche_c,platypus_finance,1,2022-05-04,0x306818d93ecd131c5e5e40a2293150db9484555d539a45e0512cc28a7041ebfb,45,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,14244685,220020673695406132355,220000000
avalanche_c,platypus_finance,1,2022-05-04,0x9e982c5f221d878d5c30291f3b1af3bb4896a0d15ecc305ff4d4e63936ed191e,64,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,14280446,728272235223733377854,728227031
avalanche_c,platypus_finance,1,2022-05-05,0xd1d05ff16c664884875cf17ded334008fe1005b15103460c76a8979a791d3cc1,13,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,14317425,148967354389,149000000000
avalanche_c,platypus_finance,1,2022-05-05,0x138e58cdee3bd8ccb09bfaaffe340f84c29688d4a239dab4b94d12e49434d5a9,82,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,14319796,783164086,783236526436164736740
avalanche_c,platypus_finance,1,2022-05-06,0x48596630bee61338ac47f100539d58fd783215ceb624d888249818b9c7eade5f,59,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,14335722,741001182,741152242769885149306
avalanche_c,platypus_finance,1,2022-05-07,0x2954327b19870057c067530f4f951014163795afe991f5cd2657649ab8151a88,74,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,14377416,1034338934536323040807,1034310287
avalanche_c,platypus_finance,1,2022-05-07,0x9ac609a5cf6084d4152e835fcf790f45dbdb363bda79afc62ac3dfc5235eea7d,17,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,14394876,121298967,121300365
avalanche_c,platypus_finance,1,2022-05-07,0x2a3a710fa23fe85c0153a701167ac8265327e08c4e527e9de3d0727099934f48,8,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,14405494,2069426263,2069863443
avalanche_c,platypus_finance,1,2022-05-09,0xa268e678b9167e2afbff624d6c473e1de4e69e00bbbf15cff30fec754965161e,80,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,14469255,504890913495,505000000000000000000000
avalanche_c,platypus_finance,1,2022-05-09,0x2747e96f2e6198cbaad9a34257faae3d1282401ec89c4d8e2b8980830417f7e4,26,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,14469922,23608565879,23614601930141322460536
avalanche_c,platypus_finance,1,2022-05-09,0x4587aca823136fd6dbe9ecf9a992074062c49d13ee38fc65a7f547e5647c40d6,34,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,14477780,340040453,340064694256884154143
avalanche_c,platypus_finance,1,2022-05-09,0x916f2f560b3c13f31aa4139608b067e00ad042bd3bdb197a683e68d77c80aab0,12,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,14480546,25017262697,25023099847
avalanche_c,platypus_finance,1,2022-05-09,0xd1e3319eb5ab9cae929d2a18e79facb10309f84a8e38073596df084745c2f2f1,113,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,14480720,289498193117,289560305917144533673376
avalanche_c,platypus_finance,1,2022-05-09,0x7fa1daa95f0c034752cb3719b62e7ae3d372945db163bda78e26cdc3a18192c3,6,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,14487468,7500368177,7500000000
avalanche_c,platypus_finance,1,2022-05-09,0x363e3d084f738cb84cc809ca6ec9738bc23ceb606ca13148fe210b0bb098115b,22,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,14487866,78918176151,78938000000
avalanche_c,platypus_finance,1,2022-05-09,0x70aa1e9d8f0698b0b4b118b5296d67a3fb15f380a8ca105ba3c433655ae93aa6,28,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,14488601,44548677919,44561000000
avalanche_c,platypus_finance,1,2022-05-10,0x1bbe2f7773c059f500de2cd6acdee778d04b8c8185d4c69bb20db835feda9b76,24,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xd586e7f844cea2f87f50152665bcbc2c279d8d70,14491008,1505784684,1506028042483585517604
arbitrum,gmx,1,2022-11-14,0x4c4f46a92fba43bfcb232568d7a31b4af63e91ab332b36549f2cc8929057bf11,10,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,38074433,208920170000000000,259000000
arbitrum,gmx,1,2022-11-15,0xe8c98bea3bf37ebb632c2f59e8e8db88f06456c12a1a9b1f6217f896820928b8,10,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,38192373,2378566800000000,3000000
avalanche_c,gmx,1,2022-11-14,0x4fee39a37c1adab2e185876f06395fe3a0ed53d2d2d10e82ef7b40dbdb70714e,16,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,22379192,562108981,464435717155972980
avalanche_c,gmx,1,2022-11-15,0x834202fb166e9cd8056bb1b7109c3a63e636244b5306080b3405d0321c0731c4,11,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,22397393,260988536,20000000000000000000
polygon,uniswap,3,2022-11-14,0x065d1410e74a0f973feb1b2b81030c4e48787fc9e540700d6018dfb5f96bfcf0,2,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,35604081,592107702458260820049,539438259
polygon,uniswap,3,2022-11-14,0x17e206610661e39deac15979717f6658035a531aa66c78ffcdc6e8d02a4dd4a9,60,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6,35604087,230890774,1400680
polygon,uniswap,3,2022-11-05,0x2f2f34207e9b8b521e87e40aaf452c0ddb57c580b5174a615cc286366efca79d,33,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,35219251,1005454808280348265291,1212644735
polygon,dodo,1,2023-01-07,0xa4d5eb370faea67353f0a86d7942acc80ac927fdc3c058487436fb322ac7b7d1,183,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,37766596,46625415,46644294
polygon,dodo,1,2023-01-07,0x1aba3621500f42af37f31950137b0776485ae1530a958fc05a68c39f414280c2,115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,37765694,891937912,892289088
polygon,dodo,2_dvm,2023-01-07,0x828df8835147ed71b60e504127e409ffeb3bf7495dfec75a712c117f07d28f56,405,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,37766273,5737,1205955054796003743
polygon,dodo,2_dpp,2023-01-07,0x76f9dbda9492d12478525d27fce7963152bb9c5f3f7dafc2c5e9a8effd03f2d8,39,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,37768484,750000000,933271654424205220786
avalanche_c,woofi,1,2022-11-08,0xae581cf151eacf9877f628e722514674f3f13b19abcce4e82808a2350526134a,25,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,22106915,565826462,33765119660094401667
avalanche_c,woofi,1,2022-05-10,0x4ab2a9385bda8de7df444e6f342c12dd70ad6300fdf3a351d80f46e119a7811c,122,0x50b7545627a5162f82a992c33b87adc75187b218,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,14499471,400000076,126322419554
avalanche_c,woofi,1,2022-07-28,0xa1bcc8d3ec39c8694c2be30f5489091fe1bfe8ffd570841e55e00bef6ee3359c,6,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,17904502,8699999999999999,197657
avalanche_c,woofi,1,2022-09-07,0xf48e0d36d6a51f82edecb408b20c1aa275fddc71f18d4118e734e3116c19d359,8,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,19631494,49970000,2714758315778573433
bnb,woofi,1,2021-12-21,0xf3d0410543a546cf714ecbbe97caf9b6dc89f0caf627a44dc3b24eb8717b8c56,66,0x55d398326f99059ff775485246999027b3197955,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,13658610,75491688052189872040799,1572913555840424953
bnb,woofi,1,2021-12-17,0xec25e2af89961b2ca54b69312a2cee1f545786e96d5287dec9fd12b2aba8df63,37,0x2170ed0880ac9a755fd29b2688956bd959f933f8,0x55d398326f99059ff775485246999027b3197955,13559180,3097519332673643182,12083822061807061265726
bnb,woofi,2,2022-08-21,0x37420ded51ff96116d39301b4e4e75f3c713423b94319eb4fe3f29e31d3bd6cb,83,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x55d398326f99059ff775485246999027b3197955,20630915,50325032466406425,14977390055532270669
bnb,iziswap,1,2022-11-21,0x07e7b79ed2e7958c7744accc12ce8c732d82c6d62ce586365d276a72ecca8ba4,97,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x55d398326f99059ff775485246999027b3197955,23251662,3919808720851360014,999999999999999999992
bnb,iziswap,1,2022-11-21,0x8c1e8cb4f4766ef9a775f040c576dd88a3a6993c8754c35f1e6faf4e1aa65718,197,0x55d398326f99059ff775485246999027b3197955,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,23251656,1016395148303249379737,4000000000000000000
bnb,iziswap,1,2022-11-21,0x57bbc0040e8db0bdf9dd38b1e888dfc124159a4ef4c0368426f89238db23d8de,264,0x55d398326f99059ff775485246999027b3197955,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,23251655,1019585087078141308158,4000000000000000000
bnb,fraxswap,1,2022-11-19,0x36f1b32a8115300906f74d3ddf2051d62a226045611a251d84a8a32395ead967,439,0x90c97f71e18723b0cf0dfa30ee176ab653e89f40,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,23183521,251513613449462899,1000000000000000
bnb,fraxswap,1,2022-10-26,0xe09dd465622225d25f5555214eb8e8e6e74d4a4fa5f6ac51b35f520150011f24,50,0x90c97f71e18723b0cf0dfa30ee176ab653e89f40,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,22499038,4663005228579123357,16391734605026871
ethereum,fraxswap,1,2022-07-25,0x36ea8f58b542aed8c3f35ce396da15054e04a522efb25281c8ed0080a081083a,200,0x853d955acef822db058eb8505911ed77f175b99e,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,15210093,6321896197119067345439,1000000000000000000000
ethereum,fraxswap,1,2022-08-21,0x39714256ccf47a89e297b726e8de9eec9446949a224d5e2215fd4dc87c0c8969,406,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,0x853d955acef822db058eb8505911ed77f175b99e,15382911,2000000000000000121322,13014187897251069443882
polygon,fraxswap,1,2022-11-01,0xda324654d84c5f9b67f6947575878eb25f8789153151295d08ee2738847a0750,135,0x45c32fa6df82ead1e2ef74d17b76547eddfaff89,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,35081111,8797854552852608,10000000000000000
polygon,fraxswap,1,2022-11-01,0x9f4b2967cd1cc64490f2765b6d95c70f8d6df37eaa7f2b441e141b2a41f7a793,188,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x45c32fa6df82ead1e2ef74d17b76547eddfaff89,35081940,1987969423771805753,1759300000000000086
bnb,biswap,1,2022-11-22,0x66a602998a3585037eb498c103b009a4face2faf93ea57dfb1a44d1fa4a06dad,163,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x563ca064e41f3b5d80adeecfe49ab375fd7afbef,23279376,33830622552179025128,2128265500000000000000
bnb,biswap,1,2022-11-22,0x9050a1e2f7aa392e39195b5b22382d595e94104b72699655b198c498f82bbfe6,153,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x563ca064e41f3b5d80adeecfe49ab375fd7afbef,23279376,26146488901376957832,1643319000000000000000
bnb,biswap,1,2022-11-22,0xe2efd633720bd29322da7e39857e98b3c9904a1c55f9b3995441160983e06296,119,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x563ca064e41f3b5d80adeecfe49ab375fd7afbef,23279376,43898605549510836795,2756028100000000000000
bnb,biswap,1,2022-11-22,0x0b9ba3ee4a0b3f4db2baba70be527f5a50aea77423cd921106ec9f0ac8dcf169,115,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xe9e7cea3dedca5984780bafc599bd69add087d56,23279359,18248512111984361,4837104443141354752
bnb,biswap,1,2022-11-22,0xaf03946d9b98e5d6e841bb50555208801e48d773a8dfdf1ecc203d943c27c603,350,0x2170ed0880ac9a755fd29b2688956bd959f933f8,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,23279351,6247796965743473757,438490000000000000
bnb,nomiswap,1,2022-12-01,0x3b8f8370f2535fb7cd8b68a63d7bdb722cb5452b79a231122a9f5dd246be6657,295,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x60322971a672b81bcce5947706d22c19daecf6fb,23533652,3440683727266510412,8610658726450524709
bnb,nomiswap,1,2022-12-01,0x2cb3567eada4e2f6350c44a7765516d381641db036cc664e3a64d15b303ac7ad,2503,0x60322971a672b81bcce5947706d22c19daecf6fb,0xe9e7cea3dedca5984780bafc599bd69add087d56,23532335,85623894044826914037,34191528536984287338
bnb,nomiswap,1,2022-11-30,0x9e3dfbd555adc7bd60844ca970bf6fd8ca6a24981b0c05925660f0f5ee8b4a5e,655,0x60322971a672b81bcce5947706d22c19daecf6fb,0xe9e7cea3dedca5984780bafc599bd69add087d56,23493296,90470374593717264458,34794530940324641619
bnb,nomiswap,1,2022-11-30,0xe504096106135022b0d0917e863c8255cc5f8777bcaa70ee38f342be6f74c56d,338,0x60322971a672b81bcce5947706d22c19daecf6fb,0xe9e7cea3dedca5984780bafc599bd69add087d56,23515052,103774567687152071196,39451172361567479613
bnb,nomiswap,1,2022-12-02,0xad22e5ec3486fe0b950510bb500c37baf27f4f50bf5f0fbd6c4ccfc777e2ad15,249,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x60322971a672b81bcce5947706d22c19daecf6fb,23556363,44399389252049524293,114469999901554846284
bnb,babyswap,1,2022-11-22,0x0f4e9d9f303d6d87cd95d85f2dbe48f3cc8e7e8240952e4bd485ef0f81503617,150,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x55d398326f99059ff775485246999027b3197955,23280390,50410279081245794,13346254023941418542
bnb,babyswap,1,2022-11-22,0x6ba016ab36bd67d7459b4fbaead32e82a57a8930564355d3bfbd3ec7f876d559,244,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x53e562b9b7e5e94b81f10e96ee70ad06df3d2657,23280231,4192030247987002,40399560000000000000
bnb,babyswap,1,2022-11-22,0x0e6d9777fc533bc403df3ebe1b82b5399870f1301e45c90427b9664438efcc31,353,0x53e562b9b7e5e94b81f10e96ee70ad06df3d2657,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,23279911,1738090365320173641069,181046931840000000
bnb,babyswap,1,2022-11-30,0x279dfbce106e55f05a20331ed088e1fd2e1ff68c05ab089cca473f3dbbaef9fe,283,0x55d398326f99059ff775485246999027b3197955,0x53e562b9b7e5e94b81f10e96ee70ad06df3d2657,23500524,1654599686417120624489,60085854000000000000000
avalanche_c,trader_joe,1,2022-11-08,0x1f90838d916d2edf881ba53d8abfe5b557ff2a8d23d7ed692cc0687a71a9cd53,15,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,22128795,342510510,21741961515422881640
avalanche_c,trader_joe,1,2022-11-09,0x82cd2992be090d073b82406e3f3882c43eeb4ac7e7ce26839290c6e028b2ac3b,130,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,22165542,30093631,2354558311510002477
optimism,velodrome,1,2022-12-02,0x8c4641cbf23a94be095e73660510f7e265d76601b414ea6f838f651609741c87,7,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x4200000000000000000000000000000000000042,44680205,338699889,311000000000000000000
optimism,velodrome,1,2022-12-02,0x52e9f5710d07923e189104e31b1c98f569a9fa038b41b67043e9b991fcf7a95f,5,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x4200000000000000000000000000000000000042,44680219,896242313,823875076815262169601
bnb,mdex,1,2022-12-01,0xcd3cb070ee7f3524bbe091d15cc228676301ba87c8f11101293dd704c7442aa3,633,0xe9e7cea3dedca5984780bafc599bd69add087d56,0xa7f552078dcc247c2684336020c03648500c6d9f,23531046,41223994428471146240,1149633875125759203507
bnb,mdex,1,2022-12-01,0x5558ee58a68414ca812e6861e4f1743fd4670669ab67bdd6cfde72f2185bf098,169,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xe9e7cea3dedca5984780bafc599bd69add087d56,23531767,50624007144351964,15035196244738407019
bnb,mdex,1,2022-12-01,0xfdd41f1fbd608530bd96c19fdfc713d861ec483d9c71976df981a4f61fd28140,376,0x55d398326f99059ff775485246999027b3197955,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,23531111,3854107292216318726,12230000000000000000
bnb,mdex,1,2022-12-01,0x7d8f360ee960583133bbde85314d0257703feabf7a87518e5dc7b3a83de5c001,436,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x55d398326f99059ff775485246999027b3197955,23531398,100000000000000000,29673387128124076163
bnb,mdex,1,2022-12-01,0xc2e17fc3812f583f5cd2ac1622939828181600b4a65bc1a30449050e3955522c,341,0xe9e7cea3dedca5984780bafc599bd69add087d56,0xf8a0bf9cf54bb92f17374d9e9a321e6a111a51bd,23531636,39600043389839942844,5179156079954204651
bnb,ellipsis_finance,1,2022-06-12,0x264e4b912aa4d9a5338fc3803687229fd8fd6fb3cdc3008c97060d10a959f62a,437,0x1075bea848451a13fd6f696b5d0fda52743e6439,0x2170ed0880ac9a755fd29b2688956bd959f933f8,18615178,2291714623466671663,2000000000000000000
bnb,ellipsis_finance,1,2022-11-10,0x9c962e3862c0912117ad770035c492a2a4bca4e72f38baa12165853f85960992,458,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x7c869b5a294b1314e985283d01c702b62224a05f,22932551,78965818265473976219,78401313456087213685
bnb,ellipsis_finance,1,2022-05-22,0x85e68cfc48c650f4d7cfb9ce98b09c89e0952b3f7b7b2111ead705a72bd4cb38,349,0xe9e7cea3dedca5984780bafc599bd69add087d56,0xdcecf0664c33321ceca2effce701e710a2d28a3f,18013089,299616793572788036088,314194676267749213306
bnb,wombat,1,2022-10-27,0xb228abac355fbc699ab0b134f48a495929069310aa32132ca5cdb679a81b6128,111,0x0782b6d8c4551b9760e74c0545a9bcd90bdc41e5,0xe9e7cea3dedca5984780bafc599bd69add087d56,22542329,173565798489048699904,173790877687228164849
bnb,wombat,1,2022-10-27,0x7a6f269ba6a5826e1ac578ec0bb3272429912ab38a8e2533706415cad6cf0634,128,0x1bdd3cf7f79cfb8edbb955f20ad99211551ba275,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,22544419,1925010584091731,2000000000000000
bnb,wombat,1,2022-10-27,0x478de9749640e880e80485550c62a63072fa946c791f3cf00b60e417c34cb4dd,138,0xe9e7cea3dedca5984780bafc599bd69add087d56,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,22541993,100089723483276553903,100100000000000000000
bnb,hashflow,1,2022-10-10,0xf7ae714fd7b9c2c5a6f5d1cda6f17b90c3a8585e1d3a2c8efa14826b15f9b9b7,19,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,22059794,2784257887632644608,762000000000000000000
bnb,hashflow,1,2022-10-10,0x7add80a388efcf38752d98b48a63844b6c3f45a4df9305268180bd8c2cc6d4b0,207,0xe9e7cea3dedca5984780bafc599bd69add087d56,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,22054084,110063488000000000000,400000000000000000
bnb,hashflow,1,2023-01-14,0x082830ea432a172e3bab91f690c27830e3fe812aa0cd6613fd62f91be7586fc1,137,0xb3999f658c0391d94a37f7ff328f3fec942bcadc,0x44ec807ce2f4a6f2737a92e985f318d035883e47,24770537,2730000000000000000,2730000000000000000
bnb,apeswap,1,2022-12-01,0xe4a7e72a504a6a295a75d3f264d0c94b441e89c813b9526f94f660f547c5c835,714,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xe9e7cea3dedca5984780bafc599bd69add087d56,23527520,1206388371413820,360000000000000000
bnb,apeswap,1,2022-12-01,0x23340f2b63579368aeec4765d4dcda837ea706755e9de56f9ee240877d73d5fe,31,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xe9e7cea3dedca5984780bafc599bd69add087d56,23527952,3268023598876883,975795707352986778
bnb,apeswap,1,2022-12-01,0xec62c204ea228732d789965d8cbadf18282c0d8fa172623bef62a440ad119827,218,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x55d398326f99059ff775485246999027b3197955,23528042,13379338141206242,4000000000000000000
bnb,apeswap,1,2022-12-01,0x293589cdd2503ed9c667d7dd22ddbb65aaaf66490b197c47cb479a4dd84ef023,335,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xe9e7cea3dedca5984780bafc599bd69add087d56,23528608,13362012421314740,4000000000000000000
bnb,apeswap,1,2022-12-01,0x8a751f20be9f46c85fa9ed18490f9da5c7907b5fa5ffa93b2aec182778f24cda,442,0xe9e7cea3dedca5984780bafc599bd69add087d56,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,23529535,1742552217024518167,5817836045524239
polygon,apeswap,1,2022-11-22,0x2f15cd0b477cc45c55924b7aa461a516e2b2f369a3806b55042e3c0e5b0877da,157,0x46d502fac9aea7c5bc7b13c8ec9d02378c33d36f,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,35932496,,
polygon,apeswap,1,2022-11-22,0x3d56ef902984864931d8feb5f1e91cf896e2d1d535a4ada3968942f2f1c500fa,10,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,35932423,,
polygon,apeswap,1,2022-11-22,0x740f53bcc15bb3a96c1435003e837677f8bc8f0d94d0c3ff6c33f45443cb746b,134,0xc004e2318722ea2b15499d6375905d75ee5390b8,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,35932405,,
polygon,apeswap,1,2022-11-22,0x194d468d6c62a717806b5ee4b71131e9f834d724cbd4309a525fac5d9a320f64,185,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,0x5d47baba0d66083c52009271faf3f50dcc01023c,35932072,,
polygon,apeswap,1,2022-11-22,0xe1d484c6453e2f701a0b246764d4c6dac27d99588b4df3ba6caee50f72f21429,290,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc004e2318722ea2b15499d6375905d75ee5390b8,35931936,,
