tx_hash,block_number,evt_index,contract_address,block_time,maker,taker,taker_token,taker_symbol,maker_token,maker_symbol,token_pair,taker_token_amount,taker_token_amount_raw,maker_token_amount,maker_token_amount_raw,type,affiliate_address,swap_flag,matcha_limit_order_flag,volume_usd,tx_from,tx_to
0x00c9f4d6dabb0ddef77d3efdae23004dcf5097fd55cc95aee41b1d4d995b0e46,16982362,129,0x55d5c232d921b9eaa6b37b5845e439acd04b4dba,2023-04-05 11:44,0x55d5c232d921b9eaa6b37b5845e439acd04b4dba,0xc0d776e2223c9a2ad13433dab7ec08cb9c5e76ae,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,HEX,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,HEX-WETH,,221746419975,0.09266011896,9.27E+16,Uniswap V2 Direct,0x382ffce2287252f930e1c8dc9328dac5bf282ba1,TRUE,FALSE,177.3505411,0x21d5dccc5cf03ee88362944504c0ea8fe1cbc27f,0xe66b31678d6c16e9ebf358268a790b763c133750
0xf3c01cba9e9b795729c24048c14a5d077f5cc8f5860267d7ce84d5486c2795d9,16978328,118,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-04-04 22:01,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC-WETH,6.744716,6.74472E+18,12625.33782,12625337822,RfqOrderFilled,,TRUE,FALSE,12634.78157,0x45dcbe43eee1fcc45255ffa73aa2b4f1ceafa772,0x881d40237659c251811cec9c364ef91dc08d300c
0x9d88fb4a3ffd018c946480fdf273766500cff283779fc3450391927e140f6d15,16978403,140,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-04-04 22:16,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,USDC-WETH,0.99187,9.9187E+17,1857.734784,1857734784,RfqOrderFilled,,TRUE,FALSE,1859.469908,0xf51fd1e7bb2064fd4dc313397283f98a860bcdfb,0x881d40237659c251811cec9c364ef91dc08d300c
0x30bfd457810efa73456426ed4628a49070cde490a117a27c4d0d43df19e9c9b8,16978342,71,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,2023-04-04 22:04,0x00000002556e6973776170563200000000000000,0xe884f8185900eccea650f2cf11c6bcdd480fe8de,0xce81cf156dbd2d8f4e63edc6065740affdde66e9,RYU,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,RYU-WETH,,1.73E+24,0.02867506558,2.87E+16,NewBridgeFill,0x7cba0eb7a94068324583be7771c5ecda25e4c4d1,TRUE,FALSE,53.70868457,0xe884f8185900eccea650f2cf11c6bcdd480fe8de,0xdef1c0ded9bec7f1a1670819833240f027b25eff
0xd556102e3419597ed2874bf7989a793d2024e018df8bd55bc38a66ee8638aab6,16978330,117,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,2023-04-04 22:01,0x00000012556e6973776170563300000000000000,0x0e16fa45c87caf641822e1c55b36dec5995209f3,0x5f98805a4e8be255a32880fdec7f6728c6568ba0,LUSD,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,LUSD-USDC,140000,1.40E+23,141948.3243,141948324317,NewBridgeFill,0x86003b044f70dac0abc80ac8957305b6370893ed,TRUE,FALSE,142054.5017,0x0e16fa45c87caf641822e1c55b36dec5995209f3,0xdef1c0ded9bec7f1a1670819833240f027b25eff
0x4a94eb74d27de776a0fed870cf515de04c7ccab848ede448377d38cd1e050600,41139536,574,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-04-04 16:24,0x945bcf562085de2d5875b9e2012ed5fd5cfab927,0xdb6f1920a889355780af7570773609bd8cb1f498,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,USDT,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,WMATIC,USDT-WMATIC,0.519708,519708,0.4581780627,4.58178E+17,OtcOrderFilled,0x99b36fdbc582d113af36a21eba06bfeab7b9be12,TRUE,FALSE,0.519167061,0x910a8b1eda6e32fb35afd735542d2d42001eadb9,0xdef1c0ded9bec7f1a1670819833240f027b25eff
0x25e2d110d972c12ab1cc584024bf58f1ffa026a1e63e4c8793c5832e9db93688,41105016,147,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-04-03 18:39,0xaf0b0000f0210d0f421f0009c72406703b50506b,0xf63b48d442b37a4d7d17cf43b3edd86406100351,0x53e0bca35ec356bd5dddfebbd1fc0fd03fabad39,LINK,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,LINK-USDC,0.19,1.9E+17,1.365459,1365459,OtcOrderFilled,0x0000000000000000000000000000000000000000,TRUE,FALSE,1.3659492,0xa9fcadb0ba4125c2c9c19f0778c18837ce859c34,0xdef1c0ded9bec7f1a1670819833240f027b25eff
0x487c76ce338062379e8d0766b232725b419a06a5e5b0a3768e5f58781aa1bb79,41184256,323,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-04-05 19:46,0x945bcf562085de2d5875b9e2012ed5fd5cfab927,0x5d9c40ec843ec9622d8731c7270b3c6ad0d7cd11,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,USDT,USDC-USDT,10945.25374,10945253738,10942.53502,10942535020,OtcOrderFilled,0x08a3c2a819e3de7aca384c798269b3ce1cd0e437,TRUE,FALSE,10946.6713,0x5d9c40ec843ec9622d8731c7270b3c6ad0d7cd11,0xdef1c0ded9bec7f1a1670819833240f027b25eff
0x0ccd0847482ed491107ab98487222b969e3cda8633d9579e8699031e16585d50,41108828,308,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-04-03 21:09,0xaf0b0000f0210d0f421f0009c72406703b50506b,0x4c0f1a0f68191c65796a93b53e79cd5d63ba391c,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,WMATIC,USDC-WMATIC,1,1000000,0.901813534,901813534003002368,OtcOrderFilled,0x0000000000000000000000000000000000000000,TRUE,FALSE,0.9739613222,0xe8db823d5d17fac0ab7183e03f688de0ce63de15,0xdef1c0ded9bec7f1a1670819833240f027b25eff
0x35b827d2c96a6a1f766861f3917cd11703f78969ca62b621258067c4b3f18199,41158029,216,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-04-05 3:37,0x945bcf562085de2d5875b9e2012ed5fd5cfab927,0xdb6f1920a889355780af7570773609bd8cb1f498,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,WMATIC,USDC-WMATIC,0.114971,114971,0.09884665094,98846650942382540,OtcOrderFilled,0x99b36fdbc582d113af36a21eba06bfeab7b9be12,TRUE,FALSE,0.1143560859,0x344e9e393c51ff71e42c60b68be98d434980de5e,0xdef1c0ded9bec7f1a1670819833240f027b25eff
