blockchain,project,version,tx_hash,evt_index,block_number,token_bought_address,token_sold_address,token_bought_amount_raw,token_sold_amount_raw,block_date
ethereum,ekubo,1,0xe841885d1bb32ba90b5d17a57332b839e83edf750cc60f671daca73659d254cb,40,22856118.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,4556787454,4555700982,2025-07-05 00:00:00.000 UTC
ethereum,ekubo,1,0x3088c2b38282b89c570892c0e0b51cec68f0399407409277bb20466f6ba55e85,0,22856508.0,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,3707188,3705012,2025-07-06 00:00:00.000 UTC
ethereum,ekubo,1,0x4934058bc124e6795a0d783efcfb112f342f1504306cf6c4f923829c65cb1999,60,22856688.0,0xdac17f958d2ee523a2206206994597c13d831ec7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,552436980,552576590,2025-07-06 00:00:00.000 UTC
ethereum,ekubo,1,0xd67c1a3db1c92eee532e8294dcb17f71f55d9f305de0318a7f75114a4044c88a,49,22856705.0,0xdac17f958d2ee523a2206206994597c13d831ec7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2099467308,2100000000,2025-07-06 00:00:00.000 UTC
ethereum,ekubo,1,0xd67c1a3db1c92eee532e8294dcb17f71f55d9f305de0318a7f75114a4044c88a,49,22856705.0,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,0xdac17f958d2ee523a2206206994597c13d831ec7,2099233124256492024987,2099467308,2025-07-06 00:00:00.000 UTC
ethereum,ekubo,1,0xadcc75596c40d9389323ad4f0bc582b8b4c4b98c400d7e665bbc5bc49f5c2560,85,22857178.0,0xdac17f958d2ee523a2206206994597c13d831ec7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1000317090,1000562818,2025-07-06 00:00:00.000 UTC
ethereum,ekubo,1,0x6e0d497a481377ea623ae18f99fdcc16cd54108bae518ed8f325d60b43e2f9bf,53,22857761.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0000000000000000000000000000000000000000,74822249,29745000000000000,2025-07-06 00:00:00.000 UTC
ethereum,ekubo,1,0x6e0d497a481377ea623ae18f99fdcc16cd54108bae518ed8f325d60b43e2f9bf,53,22857761.0,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,69160,69211,2025-07-06 00:00:00.000 UTC
ethereum,ekubo,1,0x2488aaeb42c2eb3fd1193cc0e3110f7ff6b5dd16faa798e626c5261451877ee6,28,22858124.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0000000000000000000000000000000000000000,204454463,81437551291533735,2025-07-06 00:00:00.000 UTC
ethereum,ekubo,1,0x56e5cb8cbaae361dcc996f15a85b2cbec5c9b96ffbc998fbb78100534ae4d227,29,22858122.0,0x6440f144b7e50d6a8439336510312d2f54beb01d,0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d,225281558685975385073,195490372460014993408,2025-07-06 00:00:00.000 UTC
ethereum,ekubo,1,0x56e5cb8cbaae361dcc996f15a85b2cbec5c9b96ffbc998fbb78100534ae4d227,29,22858122.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x6440f144b7e50d6a8439336510312d2f54beb01d,225189821,225281554252698746880,2025-07-06 00:00:00.000 UTC
ethereum,ekubo,1,0x58e910e087ec758d63c83b47f5d32181127cbb76adc26752af7299e8bc3637f2,12,22858293.0,0x0000000000000000000000000000000000000000,0xdac17f958d2ee523a2206206994597c13d831ec7,5971132003481400,15000000,2025-07-06 00:00:00.000 UTC
ethereum,ekubo,1,0x686b7a9ae90abe0edd8a0afd1ed74192fb1b029282b1abe005d1a631a2b7d523,104,22858364.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0000000000000000000000000000000000000000,8789090,3483613207657026,2025-07-06 00:00:00.000 UTC
ethereum,ekubo,1,0x511e0c119d97673a23cdf0ec1d043886297002df1f73f5e90d8e9bc833ad7d38,67,22858499.0,0xdac17f958d2ee523a2206206994597c13d831ec7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,620912242,621083699,2025-07-06 00:00:00.000 UTC
ethereum,ekubo,1,0xce860201c15b48da55e7eb41c52b7acd659a46ffd35117c902c01bd8d21f247a,1,22858671.0,0x0000000000000000000000000000000000000000,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,397965873527754773,329718344011726078,2025-07-06 00:00:00.000 UTC
ethereum,ekubo,1,0x52e5cfae4fea757fbd8e53f7e0df8f656df9c47d08f798c3f72be1550e3937fb,261,22858709.0,0xdac17f958d2ee523a2206206994597c13d831ec7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,39588514,39600000,2025-07-06 00:00:00.000 UTC
