volume_usd,block_date,block_time,blockchain,evt_index,maker,taker,maker_symbol,token_pair,taker_token,taker_token_amount,taker_symbol,trace_address,tx_from,tx_hash,tx_to,maker_token,maker_token_amount,version,maker_token_amount_raw
10446.658948584456,2023-04-04,2023-04-04 20:36:35.000 UTC,ethereum,18,0x00000012556e6973776170563300000000000000,0xc6c7565644ea1893ad29182f7b6961aab7edfed0,DAI,DAI-WETH,0x307863303261616133396232323366653864306130653563346632376561643930383363373536636332,,WETH,[],0xc6c7565644ea1893ad29182f7b6961aab7edfed0,0x222a3c1bfeb298fe4d70f56d635f8b750fa58395c86b699b08ef871dc8513e76,0xa88800cd213da5ae406ce248380802bd53b47647,0x307836623137353437346538393039346334346461393862393534656564656163343935323731643066,10445.844172738982,,10445844172738981554467
779.9870676321608,2023-04-04,2023-04-04 20:19:47.000 UTC,ethereum,68,0xbaec0e18c770993ffb1175fef493b5113cc6e32d,0xc2c5075f7ab3c7ec9137818321d141591fd64bbe,WETH,ILV-WETH,0x307837363766653965646339653064663938653037343534383437393039623565393539643763613065,13.264759162139244,ILV,[],0xc2c5075f7ab3c7ec9137818321d141591fd64bbe,0xa60ff895b5aaafa93ac7d2af68d0fec2651750a001db6f1d06a98302c9047003,0xe66b31678d6c16e9ebf358268a790b763c133750,0x307863303261616133396232323366653864306130653563346632376561643930383363373536636332,0.41726604234366216,,4.1726604234366214E17
779.9870676321608,2023-04-04,2023-04-04 20:19:47.000 UTC,ethereum,71,0xe3baa96ad46457d9e6cdd4e32abc11e2c124ec49,0xc2c5075f7ab3c7ec9137818321d141591fd64bbe,MATIC,MATIC-WETH,0x307863303261616133396232323366653864306130653563346632376561643930383363373536636332,0.41726604234366216,WETH,[],0xc2c5075f7ab3c7ec9137818321d141591fd64bbe,0xa60ff895b5aaafa93ac7d2af68d0fec2651750a001db6f1d06a98302c9047003,0xe66b31678d6c16e9ebf358268a790b763c133750,0x307837643161666137623731386662383933646233306133616263306366633630386161636665626230,,,6.83415110457315E20
69.29769365372037,2023-04-04,2023-04-04 20:18:59.000 UTC,ethereum,47,0xc0d776e2223c9a2ad13433dab7ec08cb9c5e76ae,0x52f64a96f9b9cfdd642148754fa2d37d3a902574,XEN,WETH-XEN,0x307863303261616133396232323366653864306130653563346632376561643930383363373536636332,0.03707186384796305,WETH,[],0x52f64a96f9b9cfdd642148754fa2d37d3a902574,0x9b12676bc92f104a029c42f660e98501e621f4d1df5370ab0ae8847cfbd1ee87,0xe66b31678d6c16e9ebf358268a790b763c133750,0x307830363435306465653766643266623865333930363134333462616263666330353539396136666238,2.028292203781448e+07,,2.028292203781448E25
29.62565417333819,2023-04-04,2023-04-04 20:18:46.000 UTC,polygon,319,0x000000024d657368537761700000000000000000,0x21f96887b77f0ef00a33b148965269fcd14f3f62,WMATIC,USDT-WMATIC,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,,USDT,[],0x21f96887b77f0ef00a33b148965269fcd14f3f62,0x6cee7ce88c9d9f441bda4d751832b2e6cf5fbad1cd5e23a56430762b0383fff4,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,26.054563579943917,,2.6054563579943916E19
504.32666693752896,2023-04-04,2023-04-04 20:18:35.000 UTC,ethereum,70,0x1b425529c9d7472603e2dcf125fd195f71dfb412,0x980a76779950f2c7cc06478f3933754839eb0577,WETH,RINIA-WETH,0x307838663832386130363434663132666133353238383865363435613930333333643330663666643764,,RINIA,[],0x980a76779950f2c7cc06478f3933754839eb0577,0x9e77263bc7c05219af3393e3fed53e4affbdcadb168fb0272f1f66a404c2a7f5,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x307863303261616133396232323366653864306130653563346632376561643930383363373536636332,0.2697972839475782,,2.697972839475782E17
1187.960462635206,2023-04-04,2023-04-04 20:18:23.000 UTC,ethereum,67,0xe3baa96ad46457d9e6cdd4e32abc11e2c124ec49,0xc2c5075f7ab3c7ec9137818321d141591fd64bbe,MATIC,MATIC-WETH,0x307863303261616133396232323366653864306130653563346632376561643930383363373536636332,0.6355176659650807,WETH,[],0xc2c5075f7ab3c7ec9137818321d141591fd64bbe,0xdc8f6fc4096ed10ef8de4dd8fd8d417f3d0e813803106a2f404191a59f2a3af6,0xe66b31678d6c16e9ebf358268a790b763c133750,0x307837643161666137623731386662383933646233306133616263306366633630386161636665626230,,,1.0412282002731007E21
49.49835260980026,2023-04-04,2023-04-04 20:17:59.000 UTC,ethereum,48,0x945bcf562085de2d5875b9e2012ed5fd5cfab927,0x59d68b8c82079568c9907903f554d2e7e25ebf55,MATIC,MATIC-WETH,0x307863303261616133396232323366653864306130653563346632376561643930383363373536636332,0.02647990274854503,WETH,[],0x59d68b8c82079568c9907903f554d2e7e25ebf55,0xd73d99416671b47e2f821bdf332a4283a31d002c8ff02918c5c2fcfbe2625d58,0xe66b31678d6c16e9ebf358268a790b763c133750,0x307837643161666137623731386662383933646233306133616263306366633630386161636665626230,,,43273671441228360000
1051.1007943624827,2023-04-04,2023-04-04 20:17:51.000 UTC,optimism,30,0x0000001d56656c6f64726f6d6500000000000000,0x6cf233cb7a0a1878ef2d315f77e6c8b925f12cec,WETH,USDC-WETH,0x7f5c764cbc14f9669b88837ca1490cca17c31607,,USDC,[],0x6cf233cb7a0a1878ef2d315f77e6c8b925f12cec,0xd95e7f7008d83757d379ae63f102fe1b4e3a8cd90f561b608b909eab75e38ed6,0xdef1abe32c034e558cdd535791643c58a13acc10,0x4200000000000000000000000000000000000006,0.56230248778272,,5.6230248778271994E17
1051.061195219627,2023-04-04,2023-04-04 20:17:51.000 UTC,optimism,14,0x00000012556e6973776170563300000000000000,0x6cf233cb7a0a1878ef2d315f77e6c8b925f12cec,WETH,USDC-WETH,0x7f5c764cbc14f9669b88837ca1490cca17c31607,,USDC,[],0x6cf233cb7a0a1878ef2d315f77e6c8b925f12cec,0xd95e7f7008d83757d379ae63f102fe1b4e3a8cd90f561b608b909eab75e38ed6,0xdef1abe32c034e558cdd535791643c58a13acc10,0x4200000000000000000000000000000000000006,0.5622813036140263,,5.622813036140263E17
