tx_hash,block_number,evt_index,contract_address,block_time,maker,taker,taker_token,taker_symbol,maker_token,maker_symbol,token_pair,taker_token_amount,taker_token_amount_raw,maker_token_amount,maker_token_amount_raw,type,affiliate_address,swap_flag,matcha_limit_order_flag,volume_usd,tx_from,tx_to
0xaaf2754a38c18e54492bd2db12fbdb0417696d62384ffe10d98b26604adc2d0e,2.0436763e+07,77,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-07-20T11:22:40Z,0x0000000255626553776170000000000000000000,0xa8ec567d5384070cf1b52a79690fe8407ad18698,0xc16b81af351ba9e64c1a069e3ab18c244a1e3049,,0x471ece3750da237f93b8e339c536989b8978a438,,,,1.0E18,,1.8212260605288545E18,NewBridgeFill,0x08a3c2a819e3de7aca384c798269b3ce1cd0e437,true,false,,0xa8ec567d5384070cf1b52a79690fe8407ad18698,0xdef1c0ded9bec7f1a1670819833240f027b25eff
0x10e656d1d6e6134739fb21c1baaf9527a9242661c2dad4355139d54c9b57d182,2.0436055e+07,123,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-07-20T10:23:40Z,0x0000000255626553776170000000000000000000,0x26a316d025fac13ad74176a433e32c42fa5e1298,0x765de816845861e75a25fca122bb6898b8b1282a,,0xd15ec721c2a896512ad29c671997dd68f9593226,,,,2.520347498547037E18,,4.73316285594685E18,NewBridgeFill,0x86003b044f70dac0abc80ac8957305b6370893ed,true,false,,0x26a316d025fac13ad74176a433e32c42fa5e1298,0xdef1c0ded9bec7f1a1670819833240f027b25eff
0x0c2fbf3932838721a5b494756d7893b6c03aefb53fe3f1c30d67a00f25c88817,2.0436224e+07,15,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-07-20T10:37:45Z,0x0000000255626553776170000000000000000000,0x6ad574b59de5397db9eac84a4300f755ef600c2f,0x471ece3750da237f93b8e339c536989b8978a438,,0x46c9757c5497c5b1f2eb73ae79b6b67d119b0b58,,,,2.2E18,,4.722792473291032E21,NewBridgeFill,0x1000000000000000000000000000000000000011,true,false,,0x6ad574b59de5397db9eac84a4300f755ef600c2f,0xdef1c0ded9bec7f1a1670819833240f027b25eff
0xed0997170297ad660f8dfd902e489dcbbb6388b292cb4ce95bf273d0fd168a28,2.0436323e+07,42,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-07-20T10:46:00Z,0x0000000253757368695377617000000000000000,0x7d012753f67f4a8a127a51bd5369c840b7724d9e,0x765de816845861e75a25fca122bb6898b8b1282a,,0x471ece3750da237f93b8e339c536989b8978a438,,,,2.5E17,,4.7644788243035194E17,NewBridgeFill,0x1000000000000000000000000000000000000011,true,false,,0x7d012753f67f4a8a127a51bd5369c840b7724d9e,0xdef1c0ded9bec7f1a1670819833240f027b25eff
0x14e02d3b767c7558f8308e87eccd27684fb7dc7102131fdf7797628bf2d6139a,2.043743e+07,35,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-07-20T12:18:18Z,0x0000000253757368695377617000000000000000,0xfd5365d06c729dc60d4657f98dde00d08d7bf7ea,0x765de816845861e75a25fca122bb6898b8b1282a,,0x471ece3750da237f93b8e339c536989b8978a438,,,,4.829067553674739E17,,9.223362368370378E17,NewBridgeFill,0x1000000000000000000000000000000000000011,true,false,,0xfd5365d06c729dc60d4657f98dde00d08d7bf7ea,0xdef1c0ded9bec7f1a1670819833240f027b25eff
0x382e008d8b6b1c50793ddf2ce9860908a36ffa6ffc05130e2ca11888fc38b439,2.0436e+07,63,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-07-20T10:19:05Z,0x0000000253757368695377617000000000000000,0x26a316d025fac13ad74176a433e32c42fa5e1298,0x765de816845861e75a25fca122bb6898b8b1282a,,0xe4fe50cdd716522a56204352f00aa110f731932d,,,,2.53553595885934E18,,2.53755065407625E18,NewBridgeFill,0x86003b044f70dac0abc80ac8957305b6370893ed,true,false,,0x26a316d025fac13ad74176a433e32c42fa5e1298,0xdef1c0ded9bec7f1a1670819833240f027b25eff
0xc78029b7c5f0df10c559d6aea236c446234a0913b539dcb0be70bb53079709da,2.0441393e+07,51,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-07-20T17:48:33Z,0x0000000255626553776170000000000000000000,0x0d55daac7cdb875fe5b4a24e447482ba6130ad26,0x765de816845861e75a25fca122bb6898b8b1282a,,0x471ece3750da237f93b8e339c536989b8978a438,,,,3.2467566702514263E18,,6.457233243694673E18,NewBridgeFill,0x1000000000000000000000000000000000000011,true,false,,0x0d55daac7cdb875fe5b4a24e447482ba6130ad26,0xdef1c0ded9bec7f1a1670819833240f027b25eff
0x5807502dff20eb2bc26651a71d96eacb4516ab01618811f778d40ae344a372f8,2.0441567e+07,30,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-07-20T18:03:03Z,0x0000000255626553776170000000000000000000,0x21b7762b1d68507952505c65961e3ada0077b000,0x918146359264c492bd6934071c6bd31c854edbc3,,0x471ece3750da237f93b8e339c536989b8978a438,,,,7.683523030657611E16,,1.5257366302802013E17,NewBridgeFill,0x6d7c4680e6d677925abcfd73959c4fc8128b08f4,true,false,,0x21b7762b1d68507952505c65961e3ada0077b000,0xd1ca1f4dbb645710f5d5a9917aa984a47524f49a
0x79a4bbf3a6e031eb6a658cc30325d72aa02ad59c61b777d5b3158c1146fb65e9,2.0439244e+07,40,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-07-20T14:49:28Z,0x0000000253757368695377617000000000000000,0x880b8fea2837bba4e81aec61672cda7da4cb8bcf,0x471ece3750da237f93b8e339c536989b8978a438,,0xd8763cba276a3738e6de85b4b3bf5fded6d6ca73,,,,2.1E17,,9.68075529714861E16,NewBridgeFill,0x08a3c2a819e3de7aca384c798269b3ce1cd0e437,true,false,,0x880b8fea2837bba4e81aec61672cda7da4cb8bcf,0xdef1c0ded9bec7f1a1670819833240f027b25eff
0x6f867b8a42e2d98f8a40aa8e5e8ef7a4c75b6ed0f8bab76571939fde900d8468,2.0439356e+07,35,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-07-20T14:58:48Z,0x0000000255626553776170000000000000000000,0x6e14985539c20e4232255c5259a52f3aecffcf14,0x471ece3750da237f93b8e339c536989b8978a438,,0x62b8b11039fcfe5ab0c56e502b1c372a3d2a9c7a,,,,7.976E16,,2.386428950111182E20,NewBridgeFill,0x6d7c4680e6d677925abcfd73959c4fc8128b08f4,true,false,,0x6e14985539c20e4232255c5259a52f3aecffcf14,0xd1ca1f4dbb645710f5d5a9917aa984a47524f49a
